Silhouette_Score_Euclidean,Davies-Bouldin,Calinski-Herabasz,WCSS_Euclidean,Mutual_Info,Accuracy,Route_Sim_Min,Route_Sim_Avg,Route_Sim_Max,Route_Sim_Variance,Algorithm
-0.22847711728142278,28.83328174537892,1.0166960984135138,20.907259989007798,0.34784763053285583,0.09589743589743589,24.84194096905687,32.62305126377407,39.75304981004639,22.96291020420028,ld_05
0.0024529453086910907,4.790643717102341,51.04862291140896,5.368567754332721,1.1495519643709637,0.29794871794871797,3.6099605171282727,13.18602245930298,22.372398305506255,31.646656529712494,ld_06
0.03009493341607098,4.087984880468978,37.35011436305571,6.771316332047934,1.1037581218257329,0.2861538461538461,5.7406539462285275,14.733523021677556,24.923942035167368,36.053544026592554,ld_09
0.041191115763353374,3.895911396154241,47.1690637829826,5.725563429433402,1.3291995254094497,0.5461538461538462,5.948483115252339,13.256986346773823,25.0199463706889,37.99639409287066,ld_12
0.012919415895091721,2.5574973626991286,36.49051842005703,6.859889299795649,1.2695046248044064,0.4476923076923077,4.309395464348885,14.867157182316305,27.55752361271083,48.429204384931495,ld_15
-0.23965096723685747,29.125035080016858,0.9286648588158591,21.019745947291955,0.3571065589919973,0.08153846153846153,24.957547993595373,32.94818632606289,42.21723511165328,29.132267403594103,ld_18
0.022939499675767867,4.338034518954574,42.94010956713302,6.114453274486599,1.081856965566321,0.28871794871794865,7.589930802597297,15.154286171607458,22.654188856880257,20.218899092495285,ld_19
-0.045737182137458546,3.832058080528616,29.319454656133605,7.959599191909277,0.9965455823462681,0.2794871794871795,9.079097229791214,17.060744240724453,24.620058445649676,23.348240694383648,ld_22
-0.006275357538575952,2.2741402229946974,42.790679680381274,6.160214394813111,1.312359179273988,0.5420512820512821,5.576055433255983,13.622364654923036,25.316443617385875,46.53233741029402,ld_25
0.02554953429742718,1.9621481344765912,37.33077025722064,6.765142754454371,1.264569510699299,0.4630769230769231,4.371935987872176,14.392189340422078,24.87135724603169,42.16168423226131,ld_28
-0.030404984652123965,3.779588085869079,38.964705659903615,6.5365100716655045,2.429250187538612,1.0,7.47104690613044,14.873823745759376,25.156122393333344,32.93269657409932,locationdatareal
0.12375875119354382,1.3833663924760733,72.94690387341592,4.0462332656993905,1.3057712659856673,0.3435897435897436,2.193246733333337,8.502352518598325,19.104419313896567,28.481165377529795,ld_01
0.2196666977317885,1.6836913428858915,75.95644411682147,3.9141676387904885,1.3478820329740566,0.35384615384615387,2.7194346597999877,8.764720537906651,18.43137770900001,23.819754274868274,ld_02
0.11353369281871618,1.46087928040097,81.82665375147015,3.679891858510683,1.5222410475077754,0.6102564102564103,6.105047723290329,10.831786572155485,16.77282152891304,16.799176493891387,ld_03
0.18660302916718408,1.3116342393994254,62.17805113343695,4.60181624347587,1.4648989380173243,0.5435897435897435,4.250745639256009,10.855265932248237,22.07793113954546,38.35297676218332,ld_04
0.07303426808385097,2.1234155575615286,64.2436946487594,4.4837236161772935,1.2264264727293994,0.28717948717948716,4.3433606215999925,11.866257348106961,23.38591741782355,34.236519398430985,ld_07
0.09017724323827835,4.332221985719121,76.3996053087591,3.8954454090468276,1.2299646371757424,0.3435897435897436,2.8611475535000133,10.572107337975408,16.658446421199994,15.405023425852324,ld_08
0.09147663204908277,2.4783602741342867,47.035181277782954,5.702938229185553,1.2744541876320434,0.2717948717948718,6.723259296999999,12.408278617295762,19.120957649333356,19.721453864478583,ld_10
0.09146571246380167,3.3896253598652804,60.96720852795291,4.6739772976817076,1.2350433210537066,0.3282051282051282,4.967049294644441,11.487531843608899,16.782269143333345,16.80846426062428,ld_11
0.06849800801346621,2.829971273809529,43.52697893789625,6.037633317417495,1.3522565670713425,0.5282051282051282,6.030314005473682,12.646130563570535,25.25228009193748,30.461778444356934,ld_13
0.08132035069060697,2.3551689186023754,63.763127084899494,4.510653349006771,1.352766684067661,0.441025641025641,5.069534672966666,12.141119854755665,20.498903493333362,25.069938593374392,ld_14
0.10567026544570782,1.676497663001134,64.5069496469347,4.469107379957924,1.3979382465628467,0.4717948717948718,5.552095352622227,12.032713613598153,21.326545475555573,19.630541371133884,ld_16
0.07777075612393859,2.555322968162168,48.78773839263569,5.5492624523806136,1.2706091381854447,0.4307692307692308,3.0212185694444433,13.043036262669467,23.85145488666667,39.277603938156616,ld_17
0.06593985618658335,1.8261488202195524,49.68971871040179,5.4733548566544545,1.1697232112808862,0.30256410256410254,5.0921438022352925,13.084731805637942,23.991339269230707,29.198016584889583,ld_20
0.11139681344044806,2.76972754592168,62.093979303511055,4.606754505688374,1.1934601229467203,0.3487179487179487,8.423889628235296,12.754202372407939,21.689158347999967,19.778219240347635,ld_21
0.022253041019005996,2.072817716471019,41.44277204814749,6.2557486291143665,1.142531640741077,0.27692307692307694,4.873747943999992,13.509294492071264,22.814667460526312,29.894460691068108,ld_23
0.03562565286694307,5.424596641983741,50.59833921956966,5.398959553274145,1.1488394943179994,0.30256410256410254,4.799039178937502,13.808695469619233,20.574087133333318,19.246279784148946,ld_24
0.08736587580401625,2.0573664616184963,45.345184124622996,5.859410679247081,1.3294284153744114,0.5282051282051282,6.014417701578951,12.980674254118592,30.52450946321053,52.24197459387107,ld_26
0.016164222500048637,2.1558733939598764,61.558719786278786,4.638445159377258,1.265017165491782,0.4512820512820513,4.897907882512505,12.980996762323988,26.538976573476194,40.68941568860437,ld_27
0.12285932457024093,1.7136163474619306,51.36177918921257,5.337997076515175,1.3856257794232194,0.5128205128205128,4.653726897165212,11.968834283308974,19.214583184519988,23.887753408529264,ld_29
0.1124644523357128,1.7833179178826981,58.237515958197484,4.845261316709103,1.3158528954068163,0.4564102564102564,3.8284043824086953,12.023547068855457,19.130130310624974,25.126621628402237,ld_30
