Silhouette_Score_Euclidean,Davies-Bouldin,Calinski-Herabasz,WCSS_Euclidean,Mutual_Info,Accuracy,Route_Dist_Min,Route_Time_Min,Route_Dist_Avg,Route_Time_Avg,Route_Dist_Max,Route_Time_Max,Route_Dist_Var,Route_Time_Var,Algorithm
-0.1414661603077485,12.043667357022196,1.3377278663101608,3291.3340127314686,0.3904631515309337,0.08307692307692308,25.331476678962414,33.23427171972322,32.57165535124329,42.68711218045433,41.626661980055886,54.44226302925033,24.440942224412662,39.460686172342164,ld_05
0.033386047228452946,2.6384746782891186,38.516901601156,1120.6803873528781,1.1356209027440383,0.29846153846153844,2.8550045353300115,7.815270409599977,13.325867314589804,20.43909409185577,24.361729090405213,33.15610682350767,39.689071054237864,61.86030083513781,ld_06
0.0037163525533290935,3.0769062849085627,19.98883623984758,1665.5942874154528,1.1013927594352095,0.2964102564102563,5.428463437062222,10.142588157681072,17.48519552165319,25.025141011952638,37.77224164043926,49.86688692343242,100.14730686755847,147.70167596711954,ld_09
0.09670041929390577,1.9332640683429836,59.696801734388984,812.8634745424262,1.2510895995844762,0.4682051282051282,5.402447963976608,9.794674749400588,13.360603587601432,20.493607630339877,25.387791090261416,35.16844656878662,36.837110637664395,54.71503050587758,ld_12
0.06401527181039532,2.2174040978916327,35.90115911842643,1173.8728422266106,1.3116146364678891,0.47435897435897434,5.155106369738716,9.736606980145526,15.333690820173882,22.561287321908758,30.98390989056653,40.45391663427319,77.71142424860676,109.32834840310409,ld_15
-0.1627327092070608,11.896845328406476,1.1741918657750408,3319.658386221809,0.3422492655297974,0.09128205128205127,26.755517208578503,35.352465271833225,32.92947595152587,43.018783838862,41.401512924802674,53.367088106613,20.80442589120599,29.561926050474096,ld_18
0.033322418564414064,3.721970651137975,27.32226840338394,1394.4160132429975,1.0494603165953262,0.29282051282051275,8.108622946409897,13.21765339759969,15.411986151123383,23.254970739527955,23.355977593474798,33.13935711892209,21.27565221037421,35.7659308788454,ld_19
-0.030240527190077443,2.9070398674169056,18.55987396369851,1733.543656342558,1.0264529872197676,0.28717948717948716,5.6109698000582595,10.48018932497289,17.765988837675003,25.944341982449185,34.848224467501,45.770878027651015,71.68494546423204,101.52001964868153,ld_22
0.050958561057063714,2.0242357962479653,43.020242809252615,1037.235533421109,1.169246348178352,0.457948717948718,5.333511310556206,9.665070894172274,14.87992352626722,22.550953851627348,30.903488979399377,42.973310142661084,68.46414876054335,113.08082965131514,ld_25
0.029649617216695408,2.5758235127852225,34.55298534652462,1202.0204732909438,1.2443974980724495,0.46974358974358976,5.495172028437301,10.376415029626088,15.26775496278546,22.81962163533966,32.68258812645371,43.08930564949602,65.62125384121839,95.6645843955442,ld_28
